,히키,김나영,김효은,영탁,박봄,성시경,유노윤호,보이비,저스디스,박보람,젝스키스,오반,펜타곤,키드밀리,동해,New Hope Club,이찬원,장혜진,강민경,백현,황치열,강민수,이수영,Coogie,Lauv,김길중,Maroon 5,최강창민,존박,나플라,매드클라운,정효빈,Coldplay,곽진언,백지영,앤씨아,검정치마,자이언티,전소미,비투비,EXO,윤미래,하동균,이병재,Lukas Graham,세정,Juice WRLD,모트,장범준,양요섭,PRODUCE X 101,브라더수,이승철,오왠,사이먼 도미닉,The Chainsmokers,치타,민현,Sia,에픽하이,EK,비와이,버스커 버스커,펀치넬로,AOA,Josh Gad,Sondia,Sondia,신화,CHEEZE,김현성,이석훈,양다일,Jvcki Wai,규현,세븐틴,Zedd,육성재,제니,이수현,윤종신,Charli XCX,송하예,Young B,웬디,시우민,박보검,신승훈,Conan Gray,Mena Massoud,P.O,에피톤 프로젝트,(여자)아이들,찬열,브라운 아이드 걸스,혁오,헨리,핑클,길구봉구,린,유산슬,빈첸,SUGA,X1,윤민수,코드 쿤스트,반하나,Liam Payne,로이킴,이해리,우디,강현준,크러쉬,로시,하은,수란,FTISLAND,윤하,로꼬,빅스,몬스타엑스,Sam Smith,기리보이,최진호,최진호,다비치,Idina Menzel,이수,키,민서,효린,Danna Paola,여자친구,Zara Larsson,CHANGMO,러블리즈,서동현,보이프렌드,전상근,Adam Levine,헤이즈,은지원,이하이,김범수,Khalid,GRAY,Osshun Gum,The Weeknd,남우현,John Legend,최자,약속,개코,염따,딥플로우,Kid Milli,CL,윤건,닐로,WINNER,우주소녀,그리즐리,박효신,Etham,pH-1,나얼,빅뱅,포맨,nafla,이문세,임한별,태용,벤,뉴이스트 W,지구인,BLACKPINK,펀치,이용신,김재환,ITZY,산다라박,박다혜,이예준,Jonas Brothers,양희은,샘김,엠씨더맥스,Wanna One,장민호,EXID,문성욱,문성욱,타이거JK,SG워너비,GroovyRoom,펭수,V,윤지성,Social House,임영웅,10cm,김호중,김동률,천단비,박성연,DPR LIVE,정준일,케이시,Jonathan Groff,AB6IX,스텔라장,NCT 127,NO:EL,박원,노을,스웨덴세탁소,박지훈,Charlie Puth,거미,피아노맨,Arizona Zervas,이민혁,AURORA,릴러말즈,송민재,이창섭,로코베리,지코,임창정,빈지노,Naomi Scott,먼데이 키즈,Mariah Carey,Will Smith,KCM,ASH ISLAND,5 Seconds of Summer,샤이니,수퍼비,DAY6,UMI,산들,코드쿤스트,유승우,짱유,JINU,창모,창모,IZ*ONE,백아연,볼빨간사춘기,김필,신예영,HYNN,아스트로,Kristen Bell,팔로알토,WH3N,영비,적재,이진혁,EXO-CBX,휘인,Shawn Mendes,정은지,마크툽,iKON,Selena Gomez,문문,그루비룸,숀,멜로망스,개리,스윙스,크레파스,스탠딩 에그,가호,에일리,가비엔제이,첸,소유,Aurora,홍진영,에이트,god,Ariana Grande,이우,GOT7,황인욱,레드벨벳,박재범,케이윌,에릭남,정동원,백예린,이소라,SF9,Dan + Shay,갓츄,권영훈,하현우,이영지,엔플라잉,Mike Perry,Halsey,UNEDUCATED KID,Sik-K,에이프릴 세컨드,방탄소년단,방탄소년단,모모랜드,NCT DREAM,Woodie Gochild,Imagine Dragons,한요한,Martin Garrix,Straight No Chaser,도영,폴킴,DEAN,오마이걸,조정석,태연,스무살,Steve Aoki,서은광,진민호,MINO,씨야,Dua Lipa,Farruko,에이핑크,하진,이대휘,솔라,서인국,배연서,Anne-Marie,권진아,Taylor Swift,Camila Cabello,Troye Sivan,임재현,정승환,비지,박경,어쿠스틱 콜라보,용준형,디오,지아,슈퍼주니어,김수찬,Billie Eilish,정세운,Hash Swan,D.Ark,세훈,Tones And I,에이프릴,Ed Sheeran,악동뮤지션,Disclosure,여은,Sabrina Carpenter,Adele,플라이 투 더 스카이,박우진,Harry Styles,윤딴딴,수호,조이,Marshmello,Michael Buble,슬기,슬기,승리,양승호,태민,SUPERBEE,FANXY CHILD,김민규,휘성,김지수,선미,Alan Walker,정인,권순일,Christopher,비,바닐라 어쿠스틱,예리,장덕철,박진영,뉴이스트,먼데이키즈,허각,맴맴,V.O.S,Alessia Cara,Evan Rachel Wood,바이브,박재정,프리스타일,윤비,다이나믹 듀오,Carla Bruni,Justin Bieber,Queen,인피니트,송민호,Post Malone,VICTON,청하,Kiana Lede,OLNL,현아,차붐,블랙넛,화사,카더가든,Ruel,백호,김민석,임현식,보아,하이라이트,아이유,마마무,이동은,HIGH4,MC몽,루피,TWICE,브라운 아이드 소울,정기고,Jeremy Zucker,잔나비,Pink Sweat$,Pink Sweat$,새벽 한 시,김동준,Doja Cat,한동근,넬,문별,박혜나,어반 자카파,요셉,최엘비,StevieWonder,AndraDay,오담률,옹성우,SwaeLee,마미손,투모로우바이투게더,강다니엘,에이치코드,김하온,소녀시대,우원재,송이한,공기남,애즈원,하성운,보라미유,빈센트블루,송가인
2018-10-28,53.0,8.0,9.0,0.0,2.0,79.0,25.0,28.0,82.0,32.0,35.0,10.0,6.0,69.0,37.0,46.0,0.0,13.0,24.0,34.0,23.0,20.0,9.0,0.0,11.0,0.0,26.0,0.0,0.0,55.0,12.0,0.0,48.0,70.0,48.0,0.0,0.0,28.0,25.0,34.0,100.0,6.0,0.0,6.0,56.0,38.0,0.0,89.0,2.0,51.0,0.0,0.0,53.0,13.0,26.0,54.0,72.0,0.0,73.0,16.0,100.0,38.0,12.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-04,41.0,10.0,18.0,0.0,4.0,35.0,34.0,0.0,71.0,31.0,34.0,10.0,12.0,74.0,33.0,66.0,0.0,19.0,24.0,82.0,22.0,20.0,3.0,31.0,10.0,0.0,33.0,18.0,31.0,66.0,16.0,0.0,26.0,67.0,62.0,0.0,6.0,18.0,11.0,26.0,83.0,11.0,9.0,14.0,36.0,47.0,4.0,60.0,2.0,17.0,0.0,0.0,59.0,13.0,33.0,26.0,19.0,49.0,41.0,0.0,29.0,49.0,11.0,0.0,24.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-11,41.0,11.0,0.0,2.0,4.0,53.0,15.0,27.0,44.0,25.0,61.0,24.0,22.0,45.0,38.0,22.0,0.0,13.0,19.0,82.0,23.0,0.0,12.0,0.0,16.0,0.0,84.0,0.0,0.0,40.0,57.0,36.0,46.0,67.0,50.0,0.0,12.0,23.0,13.0,62.0,63.0,17.0,9.0,12.0,0.0,32.0,0.0,46.0,3.0,41.0,0.0,0.0,60.0,26.0,25.0,52.0,6.0,39.0,63.0,8.0,40.0,23.0,0.0,0.0,14.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-18,40.0,85.0,17.0,1.0,5.0,52.0,24.0,0.0,61.0,30.0,0.0,33.0,8.0,53.0,34.0,0.0,0.0,13.0,16.0,61.0,11.0,19.0,9.0,30.0,0.0,0.0,33.0,12.0,21.0,26.0,17.0,0.0,39.0,67.0,46.0,0.0,6.0,9.0,18.0,54.0,51.0,25.0,9.0,6.0,0.0,31.0,2.0,64.0,4.0,41.0,0.0,0.0,74.0,0.0,49.0,0.0,25.0,19.0,66.0,15.0,21.0,26.0,11.0,0.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-25,41.0,71.0,9.0,0.0,2.0,100.0,15.0,0.0,44.0,12.0,47.0,0.0,16.0,19.0,42.0,0.0,0.0,10.0,24.0,69.0,34.0,0.0,12.0,0.0,21.0,0.0,17.0,12.0,31.0,14.0,10.0,0.0,72.0,84.0,34.0,0.0,0.0,4.0,15.0,39.0,46.0,20.0,26.0,6.0,36.0,35.0,4.0,53.0,3.0,58.0,0.0,0.0,43.0,13.0,17.0,26.0,44.0,78.0,59.0,19.0,32.0,33.0,0.0,0.0,18.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-02,61.0,11.0,18.0,0.0,2.0,48.0,15.0,41.0,18.0,31.0,7.0,24.0,6.0,29.0,37.0,0.0,0.0,6.0,42.0,76.0,46.0,20.0,12.0,31.0,0.0,0.0,25.0,6.0,32.0,25.0,12.0,0.0,53.0,51.0,47.0,0.0,23.0,5.0,20.0,79.0,45.0,37.0,13.0,0.0,36.0,30.0,0.0,58.0,2.0,33.0,0.0,0.0,72.0,33.0,34.0,27.0,32.0,59.0,49.0,11.0,33.0,19.0,0.0,0.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-09,21.0,9.0,9.0,0.0,4.0,24.0,35.0,0.0,100.0,13.0,28.0,15.0,8.0,20.0,36.0,0.0,0.0,17.0,28.0,61.0,32.0,20.0,18.0,31.0,21.0,0.0,17.0,13.0,43.0,23.0,15.0,0.0,67.0,86.0,75.0,0.0,0.0,23.0,11.0,64.0,70.0,26.0,9.0,9.0,73.0,30.0,0.0,44.0,3.0,34.0,0.0,0.0,61.0,100.0,26.0,0.0,39.0,20.0,95.0,4.0,48.0,17.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-16,41.0,14.0,18.0,0.0,2.0,54.0,10.0,28.0,54.0,31.0,27.0,43.0,6.0,16.0,35.0,45.0,0.0,7.0,58.0,77.0,26.0,0.0,6.0,32.0,0.0,0.0,34.0,6.0,43.0,9.0,6.0,0.0,67.0,34.0,43.0,34.0,12.0,0.0,13.0,27.0,62.0,14.0,13.0,12.0,37.0,20.0,2.0,61.0,3.0,34.0,0.0,0.0,56.0,33.0,17.0,27.0,64.0,50.0,42.0,8.0,29.0,21.0,0.0,8.0,25.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-23,78.0,13.0,10.0,0.0,5.0,39.0,32.0,29.0,10.0,34.0,29.0,16.0,4.0,28.0,44.0,24.0,0.0,7.0,35.0,68.0,46.0,0.0,7.0,100.0,17.0,0.0,27.0,7.0,57.0,7.0,6.0,0.0,36.0,73.0,42.0,0.0,13.0,5.0,12.0,35.0,73.0,18.0,14.0,13.0,39.0,27.0,3.0,60.0,7.0,27.0,0.0,0.0,64.0,14.0,18.0,43.0,62.0,21.0,85.0,21.0,12.0,22.0,12.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30,22.0,14.0,10.0,0.0,4.0,38.0,26.0,0.0,29.0,27.0,15.0,0.0,20.0,31.0,64.0,0.0,0.0,7.0,19.0,99.0,49.0,0.0,19.0,0.0,0.0,14.0,36.0,53.0,68.0,15.0,9.0,0.0,64.0,0.0,53.0,0.0,6.0,15.0,16.0,63.0,66.0,12.0,0.0,12.0,39.0,26.0,2.0,39.0,2.0,53.0,0.0,0.0,64.0,28.0,54.0,42.0,14.0,21.0,48.0,4.0,23.0,24.0,0.0,0.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-06,31.0,11.0,9.0,2.0,6.0,42.0,20.0,28.0,18.0,19.0,28.0,20.0,16.0,10.0,38.0,0.0,0.0,7.0,25.0,64.0,35.0,40.0,12.0,31.0,21.0,0.0,26.0,19.0,32.0,14.0,6.0,37.0,47.0,69.0,32.0,0.0,6.0,9.0,11.0,50.0,43.0,20.0,22.0,6.0,73.0,34.0,2.0,42.0,2.0,50.0,4.0,0.0,41.0,60.0,17.0,53.0,26.0,40.0,60.0,23.0,40.0,21.0,0.0,0.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-13,83.0,8.0,0.0,0.0,23.0,54.0,30.0,28.0,0.0,13.0,7.0,10.0,10.0,19.0,39.0,0.0,0.0,7.0,10.0,70.0,40.0,20.0,12.0,31.0,26.0,0.0,51.0,25.0,32.0,11.0,20.0,0.0,33.0,0.0,49.0,0.0,6.0,23.0,11.0,80.0,50.0,11.0,18.0,12.0,0.0,30.0,2.0,41.0,5.0,50.0,0.0,0.0,76.0,20.0,17.0,0.0,13.0,59.0,53.0,8.0,40.0,23.0,11.0,0.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-20,41.0,8.0,9.0,1.0,8.0,48.0,69.0,0.0,54.0,19.0,20.0,19.0,12.0,39.0,34.0,0.0,0.0,7.0,34.0,96.0,60.0,0.0,15.0,0.0,26.0,0.0,42.0,6.0,64.0,11.0,10.0,0.0,33.0,68.0,43.0,69.0,0.0,14.0,15.0,33.0,39.0,14.0,9.0,6.0,55.0,23.0,2.0,49.0,6.0,33.0,0.0,0.0,100.0,26.0,0.0,27.0,90.0,30.0,45.0,23.0,44.0,21.0,0.0,0.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-27,21.0,100.0,9.0,0.0,8.0,43.0,20.0,28.0,0.0,65.0,78.0,10.0,17.0,20.0,33.0,46.0,0.0,24.0,22.0,69.0,71.0,0.0,9.0,0.0,11.0,13.0,44.0,19.0,22.0,8.0,0.0,0.0,48.0,88.0,55.0,35.0,18.0,14.0,27.0,44.0,42.0,12.0,27.0,6.0,38.0,27.0,2.0,45.0,3.0,52.0,0.0,0.0,58.0,0.0,18.0,0.0,7.0,31.0,39.0,12.0,23.0,15.0,0.0,8.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-03,66.0,13.0,10.0,0.0,12.0,26.0,48.0,29.0,58.0,54.0,22.0,10.0,4.0,10.0,37.0,0.0,0.0,46.0,34.0,86.0,40.0,21.0,13.0,0.0,23.0,0.0,100.0,100.0,57.0,10.0,6.0,0.0,36.0,0.0,40.0,0.0,19.0,10.0,8.0,35.0,31.0,31.0,19.0,9.0,78.0,53.0,0.0,47.0,2.0,18.0,0.0,0.0,34.0,21.0,55.0,28.0,89.0,53.0,32.0,8.0,12.0,18.0,0.0,8.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-10,30.0,9.0,9.0,0.0,13.0,40.0,23.0,0.0,0.0,54.0,32.0,27.0,16.0,12.0,33.0,0.0,0.0,13.0,25.0,66.0,35.0,19.0,17.0,29.0,20.0,0.0,73.0,24.0,30.0,12.0,6.0,0.0,45.0,33.0,40.0,33.0,100.0,18.0,19.0,38.0,37.0,5.0,8.0,6.0,35.0,46.0,4.0,60.0,9.0,16.0,0.0,0.0,80.0,25.0,0.0,50.0,73.0,38.0,39.0,4.0,7.0,24.0,0.0,7.0,47.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-17,20.0,7.0,9.0,0.0,6.0,81.0,14.0,27.0,26.0,24.0,40.0,28.0,10.0,22.0,37.0,0.0,0.0,6.0,68.0,71.0,42.0,59.0,12.0,0.0,41.0,0.0,74.0,0.0,31.0,12.0,4.0,0.0,58.0,66.0,42.0,0.0,23.0,4.0,31.0,32.0,35.0,8.0,9.0,9.0,0.0,57.0,3.0,57.0,6.0,32.0,4.0,0.0,31.0,26.0,17.0,39.0,37.0,58.0,62.0,11.0,21.0,24.0,11.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
